Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Bin Location (product.metafields.custom.bin_location),Box Location (product.metafields.custom.box_location),Language (product.metafields.custom.language),London Code  (product.metafields.custom.londoncode),Notes  (product.metafields.custom.notes),Old Location (product.metafields.custom.product_locate),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),EasyScan Product Bin Location (product.metafields.my_fields.bin_location),Board game mechanics (product.metafields.shopify.board-game-mechanics),Book cover type (product.metafields.shopify.book-cover-type),Color (product.metafields.shopify.color-pattern),Decoration material (product.metafields.shopify.decoration-material),Difficulty level (product.metafields.shopify.difficulty-level),Frame style (product.metafields.shopify.frame-style),Gameplay skills (product.metafields.shopify.gameplay-skills),Genre (product.metafields.shopify.genre),Language version (product.metafields.shopify.language-version),Media access (product.metafields.shopify.media-access),Media theme (product.metafields.shopify.media-theme),Orientation (product.metafields.shopify.orientation),Publication frequency (product.metafields.shopify.publication-frequency),Recommended age group (product.metafields.shopify.recommended-age-group),Target audience (product.metafields.shopify.target-audience),Theme (product.metafields.shopify.theme),Toy/Game material (product.metafields.shopify.toy-game-material),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Included / International,Price / International,Compare At Price / International,Status
anwarul-islam-hindi,"अन्वारुल इस्लाम Anwarul Islam, Hindi","<p>प्रकाशक की ओर से</p>
<p>हज़रत मिर्ज़ा गुलाम अहमद साहिब क़ादियानी मसीह मौऊद व महदी मा'हूद अलैहिस्सलाम द्वारा लिखित पुस्तक का यह हिन्दी अनुवाद श्री डॉ॰ अन्सार अहमद ने किया है और तत्पश्चात मुकर्रम शेख़ मुजाहिद अहमद शास्त्री (सदर रिव्यू कमेटी), मुकर्रम फ़रहत अहमद आचार्य (इंचार्ज हिन्दी डेस्क), मुकर्रम अली हसन एम. ए. और मुकर्रम नसीरुल हक़ आचार्य, मुकर्रम इब्नुल मेहदी एम. ए. और मुकर्रम सय्यद मुहियुद्दीन एम. ए. ने इसका रिव्यू आदि किया है। अल्लाह तआला इन सब को उत्तम प्रतिफल प्रदान करे।</p>
<p>इस पुस्तक को हज़रत ख़लीफ़तुल मसीह ख़ामिस अय्यदहुल्लाहु तआला बिनस्रिहिल अज़ीज़ (जमाअत अहमदिया के वर्तमान ख़लीफ़ा) की अनुमति से हिन्दी प्रथम संस्करण के रूप में प्रकाशित किया जा रहा है।</p>
<p>विनीत</p>
<p>हाफ़िज़ मख़दूम शरीफ़</p>
<p>नाज़िर नश्र व इशाअत क़ादियान</p>",AMI Bookstore,Media > Books > Print Books,Books,"Books by the Promised Messiah, Books of the Promised Messiah, Hindi, Other Languages",true,Title,Default Title,,,,,,,,'0729,113.3980925,shopify,20,deny,manual,3.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0718/1906/7667/files/Anwarul_Islam_hindi.jpg?v=1774383547,1,Book cover with silhouettes of a mosque and minarets on a blue background,false,,,543543,,,,,,,,,,,12-02-B,,Hindi,,,,,,,paperback,,,,,,religion-spirituality,hin-hindi,,,,,,suitable-for-all-ages; adults,,,,,,,,oz,,0.50,true,,,true,,,active
anwarul-islam-hindi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0718/1906/7667/files/Anwarul_Islam_backcover.jpg?v=1774383578,2,Book titled 'Anwarul Islam (in Hindi)' on a light background,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shahna-e-haq-hindi-translation,"शहन-ए-हक़ Shahna-e-Haq, Hindi","<p>शहन-ए-हक़</p>
<p>(सत्य का कोड़ा)</p>
<p>यह पुस्तक हज़रत मसीह मौऊद अलैहिस्सलाम ने आर्यों की एक पुस्तक जिसका नाम था- 'सुर्मा चश्म आर्य की हक़ीक़त और फ़न्न-व-फ़रेब गुलाम अहमद की कैफ़ियत' के रद्द में लिखी जो अत्यन्त गन्दी, दिल दुखाने वाली और गालियों से भरी हुई थी। जो क़ादियान के कुछ हिन्दुओं की ओर से लेखराम पेशावरी की आर्थिक सहायता से चश्म-ए-नूर प्रेस अमृतसर से छपी थी, के खंडन में लिखी। लेखक ने उसका नाम शहनए हक़ रखने का यह कारण वर्णन किया है-</p>
<p>""चूंकि हमारी इस पुस्तक में उनकी अनुचित मीन-मेख करने पर चेतावनी का कोड़ा जड़ना तथा निन्दा के आरोप का हण्टर ताड़-ताड़ मारना हित का प्रतीक समझा गया है। इसलिए इस पुस्तक का नाम भी शहन-ए-हक़ रखा गया है क्योंकि यह पुस्तक आर्यों के आवारा स्वभाव लोगों को सीधा करने के लिए कोड़े का आदेश रखती है और विनोद पूर्वक इस पुस्तक का एक अन्य नाम भी रखा गया है और वह यह है-</p>
<p>आर्यों की कुछ सेवा तथा उनके वेदों और नुक्ता चीनियों की कुछ माहियत""</p>
<p>अशिर्कतुलइस्लामिया ने इस पुस्तक का लेखन बुकडिपो तालीफ-व-इशाअत क़ादियान के प्रकाशित संस्करण 1923 ई. से कराया और प्रूफ़ों को सही करने के साथ उसका मुकाबला शहनए हक़ के द्वितीय संस्क  </p>
<div class=""Y3BBE"" data-sfc-cp="""" jsaction=""rcuQ6b:&amp;Ngzo3d_10|npT2md"" jscontroller=""zcfIf"" data-sfc-root=""c"" jsuid=""Ngzo3d_10"" data-sfc-cb="""" data-hveid=""CAEIBBAA"" data-complete=""true"" data-processed=""true"">रण से किया गया। तालीफ-व-इशाअत बुकडिपो द्वारा प्रकाशित पुस्तक में शहन-ए-हक़ के पृष्ठ 42 से संबंधित हाशिया जिसमें ""हिन्दू-व-आर्य नाम का बयान"" लेख प्रकाशित हुआ है, पुस्तक के अन्त में लगाया गया है और शहनए हक़ द्वितीय संस्करण में यही हाशिया असल स्थान पर पृष्ठ 30 से 35 में दर्ज है इसी प्रकार द्वितीय संस्करण की तिथि पृष्ठ 46 से संबंधित हाशिए से पहले दर्ज है और द्वितीय संस्करण के पृष्ठ हाशिए पर दे दिए गए हैं।</div>
<div class=""Y3BBE"" data-sfc-cp="""" jsaction=""rcuQ6b:&amp;Ngzo3d_10|npT2md"" jscontroller=""zcfIf"" data-sfc-root=""c"" jsuid=""Ngzo3d_10"" data-sfc-cb="""" data-hveid=""CAEIBBAA"" data-complete=""true"" data-processed=""true""></div>
<div class=""Y3BBE"" data-sfc-cp="""" jsaction=""rcuQ6b:&amp;Ngzo3d_10|npT2md"" jscontroller=""zcfIf"" data-sfc-root=""c"" jsuid=""Ngzo3d_10"" data-sfc-cb="""" data-hveid=""CAEIBBAA"" data-complete=""true"" data-processed=""true""><strong class=""Yjhzub"" jsaction="""" jscontroller=""zYmgkd"" data-sfc-root=""c"" jsuid=""Ngzo3d_15"" data-sfc-cb="""" data-complete=""true"" data-processed=""true"">घोषणा</strong></div>
<div class=""Y3BBE"" data-sfc-cp="""" jsaction=""rcuQ6b:&amp;Ngzo3d_10|npT2md"" jscontroller=""zcfIf"" data-sfc-root=""c"" jsuid=""Ngzo3d_10"" data-sfc-cb="""" data-hveid=""CAEIBBAA"" data-complete=""true"" data-processed=""true"">चूंकि पुस्तक सिराजे मुनीर जो भविष्यवाणी पर आधारित होगी, चौदह सौ रुपए की लागत से छपेगी। इसलिए छपने से पूर्व खरीदारों की मांगें आना आवश्यक है ताकि बाद में कठिनाइयां पैदा न हों। इस पुस्तक का मूल्य डाक-खर्च के अतिरिक्त एक रुपया होगा। इसलिए सूचित किया जाता है कि जो सज्जन पक्के इरादे से 'सिराजे मुनीर' को खरीदना चाहते हैं वे अपनी दरख्वास्त पते सहित भेजें। जब पर्याप्त दरख्वास्तओं का एक भाग आ जाएगा तो पुस्तक का छपना तुरन्त आरंभ हो जाएगा।</div>
<div class=""Y3BBE"" data-sfc-cp="""" jsaction=""rcuQ6b:&amp;Ngzo3d_19|npT2md"" jscontroller=""zcfIf"" data-sfc-root=""c"" jsuid=""Ngzo3d_19"" data-sfc-cb="""" data-hveid=""CAEIBhAA"" data-complete=""true"" data-processed=""true""><strong class=""Yjhzub"" jsaction="""" jscontroller=""zYmgkd"" data-sfc-root=""c"" jsuid=""Ngzo3d_1e"" data-sfc-cb="""" data-complete=""true"" data-processed=""true""></strong></div>
<div class=""Y3BBE"" data-sfc-cp="""" jsaction=""rcuQ6b:&amp;Ngzo3d_19|npT2md"" jscontroller=""zcfIf"" data-sfc-root=""c"" jsuid=""Ngzo3d_19"" data-sfc-cb="""" data-hveid=""CAEIBhAA"" data-complete=""true"" data-processed=""true""><strong class=""Yjhzub"" jsaction="""" jscontroller=""zYmgkd"" data-sfc-root=""c"" jsuid=""Ngzo3d_1e"" data-sfc-cb="""" data-complete=""true"" data-processed=""true"">والسلام على من اتبع الهدى</strong></div>
<div class=""Y3BBE"" data-sfc-cp="""" jsaction=""rcuQ6b:&amp;Ngzo3d_1d|npT2md"" jscontroller=""zcfIf"" data-sfc-root=""c"" jsuid=""Ngzo3d_1d"" data-sfc-cb="""" data-hveid=""CAEIBxAA"" data-complete=""true"" data-processed=""true"">
<strong class=""Yjhzub"" jsaction="""" jscontroller=""zYmgkd"" data-sfc-root=""c"" jsuid=""Ngzo3d_1j"" data-sfc-cb="""" data-complete=""true"" data-processed=""true"">ख़ाकसार</strong><br jsaction="""" jscontroller=""Gy8rfb"" data-sfc-root=""c"" jsuid=""Ngzo3d_1k"" data-sfc-pl=""|[]"" data-sfc-cb="""" data-complete=""true"" data-processed=""true""><strong class=""Yjhzub"" jsaction="""" jscontroller=""zYmgkd"" data-sfc-root=""c"" jsuid=""Ngzo3d_1l"" data-sfc-cb="""" data-complete=""true"" data-processed=""true"">गुलाम अहमद, क़ादियान</strong>
</div>
<div class=""Y3BBE"" data-sfc-cp="""" jsaction=""rcuQ6b:&amp;Ngzo3d_1d|npT2md"" jscontroller=""zcfIf"" data-sfc-root=""c"" jsuid=""Ngzo3d_1d"" data-sfc-cb="""" data-hveid=""CAEIBxAA"" data-complete=""true"" data-processed=""true""><strong class=""Yjhzub"" jsaction="""" jscontroller=""zYmgkd"" data-sfc-root=""c"" jsuid=""Ngzo3d_1l"" data-sfc-cb="""" data-complete=""true"" data-processed=""true""></strong></div>
<div class=""Y3BBE"" data-sfc-cp="""" jsaction=""rcuQ6b:&amp;Ngzo3d_1i|npT2md"" jscontroller=""zcfIf"" data-sfc-root=""c"" jsuid=""Ngzo3d_1i"" data-sfc-cb="""" data-hveid=""CAEICBAA"" data-complete=""true"" data-processed=""true"">
<strong class=""Yjhzub"" jsaction="""" jscontroller=""zYmgkd"" data-sfc-root=""c"" jsuid=""Ngzo3d_1q"" data-sfc-cb="""" data-complete=""true"" data-processed=""true"">★नोट -</strong><span> </span>पृष्ठ 324 से 326 तक घोषणा और सार्वजनिक सूचना पर आधारित लेख शाहन-ए-हक़ प्रथम संस्करण में सम्मिलित नहीं हैं। आदरणीय मौलाना जलालुद्दीन शम्स साहिब के लिखित पुस्तक परिचय शाहन-ए-हक़ के अनुसार यह लेख केवल 1923 ई० वाले संस्करण में सम्मिलित है, जहाँ से इसे नक़ल किया गया है।</div>",AMI Bookstore,Media > Books > Print Books,Books,"Books by the Promised Messiah, Books of the Promised Messiah, Hindi, Other Languages",true,Title,Default Title,,,,,,,,'0686,141.747615625,shopify,20,deny,manual,3.00,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0718/1906/7667/files/Shahna_e_haq_hindi.jpg?v=1774382135,1,Book cover with text in hindi on a dark background,false,,,543543,,,,,,,,,,,12-02-B,,Hindi,,,,,,,paperback,,,,,,,hin-hindi,,,,,,suitable-for-all-ages; adults,,,,,,,,oz,,0.50,true,,,true,,,active
shahna-e-haq-hindi-translation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0718/1906/7667/files/Shahna_e_haq_hindi_backcover.jpg?v=1774382106,2,Book titled 'Shahna E-Haq' with a black cover and colorful design on a white background,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qaseedah-hindi,अल क़सीद Al Qasida- Hindi,"<p>ख़ातमुन्नबिय्यीन सल्लल्लाहो अलैहि वसल्लम की प्रशंसा में मुहम्मद सल्लल्लाहो अलैहि वसल्लम </p>
<p>हज़रत मिर्ज़ा ग़ुलाम अहमद क़ादियानी मसीह मौऊद व महदी माहूद अलैहिस्सलाम</p>
<p>प्रकाशक की ओर से</p>
<p>हज़रत मिर्ज़ा गुलाम अहमद साहिब क़ादियानी मसीह मौऊद व महदी मा'हूद अलैहिस्सलाम द्वारा लिखित पुस्तक का यह हिन्दी अनुवाद अली हसन साहिब एम. ए. ने किया है और तत्पश्चात मुकर्रम शेख़ मुजाहिद अहमद शास्त्री (सदर रिव्यू कमेटी), मुकर्रम फ़रहत अहमद आचार्य (इंचार्ज हिन्दी डेस्क), मुकर्रम अली हसन और मुकर्रम नसीरुल हक़ आचार्य, मुकर्रम इब्नुल मेहदी एम. ए. और मुकर्रम मुहियुद्दीन फ़रीद एम. ए. ने इसका रिव्यू किया है। अल्लाह तआला इन सबको उत्तम प्रतिफल प्रदान करे।</p>
<p>इस पुस्तक को हज़रत ख़लीफ़तुल मसीह ख़ामिस अय्यदहुल्लाहु तआला बिनस्रिहिल अज़ीज़ (जमाअत अहमदिया के वर्तमान ख़लीफ़ा) की अनुमति से हिन्दी प्रथम संस्करण के रूप में प्रकाशित किया जा रहा है।</p>
<p>विनीत</p>
<p>हाफ़िज़ मख़दूम शरीफ़</p>
<p>नाज़िर नश्र व इशाअत क़ादियान</p>
<p>Al Qaseedah القصیدہ with Hindi translation </p>",AMI Bookstore,Media > Books > Print Books,Books,"Books by the Promised Messiah, Books of the Promised Messiah, Hindi, Other Languages",true,Title,Default Title,,,,,,,,'0585,113.3980925,shopify,20,deny,manual,2.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0718/1906/7667/files/Al_qaseedah_with_hindi_translation.jpg?v=1774376588,1,Book cover with green background and white text on a light gray background,false,,,543543,,,,,,,,,,,12-02-B,,Hindi,,,,,,,paperback,,,,,,religion-spirituality,hin-hindi,,,,,,suitable-for-all-ages; adults,,,,,,,,oz,,0.50,true,,,true,,,active
qaseedah-hindi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0718/1906/7667/files/Al_qaseedah_with_hindi_translation_page_1.jpg?v=1774376652,2,Arabic poems with hindi with a white background,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qaseedah-hindi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0718/1906/7667/files/Al_qaseedah_with_hindi_translation_page_2.jpg?v=1774376717,3, Arabic text with hindi tranaltion on a white background,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qadian-visit-of-1991,دورہء قادیان  Qadian Visit of 1991,<p>In 1991 Hazrat Khalifatul Masih the 4th Mirza Tahir Ahmad visited Qadian India. This was the first visit by any head of Jamaat Ahmadiyya since partition of India in 1947. This book is about This significant historic event .</p>,AMI Bookstore,Media > Books > Print Books,Books,"Islam Ahmadiyya, Qadian, Urdu",true,Title,Default Title,,,,,,,,'0292,680.388555,shopify,25,deny,manual,7.00,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0718/1906/7667/files/Qadian_visit_of_hazrat_mirza_tahir_ahmad_1991.jpg?v=1774371160,1,Book cover with a clock tower design on a white background,false,,,543543,,,,,,,,,,,06-04-B,,Urdu,,,,,,,hardcover,,,,,,history; religion-spirituality,urd-urdu,,,,,,adults,,,,,,,,lb,,2.00,true,,,true,,,active
qadian-visit-of-1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0718/1906/7667/files/Qadian_visit_of_hazrat_mirza_tahir_ahmad_1991_toc.jpg?v=1774371204,2,"Table with columns and rows, likely from a document or book, with text in urdu language.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qadian-visit-of-1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0718/1906/7667/files/rn-image_picker_lib_temp_6753ae5a-9599-4096-a014-8d3f8dbfb0b9.jpg?v=1774370121,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qadian-visit-of-1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0718/1906/7667/files/Qadian_visit_of_hazrat_mirza_tahir_ahmad_1991_to_2.jpg?v=1774371321,4,Table of contents in urdu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qadian-visit-of-1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0718/1906/7667/files/Qadian_visit_of_hazrat_mirza_tahir_ahmad_1991_inside_page.jpg?v=1774371354,5,Text in Arabic on a white background,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qadian-visit-of-1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0718/1906/7667/files/Qadian_visit_of_hazrat_mirza_tahir_ahmad_1991_page_1.jpg?v=1774371404,6,Page from the book in Urdu with text and headings.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qadian-visit-of-1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0718/1906/7667/files/Qadian_visit_of_hazrat_mirza_tahir_ahmad_1991_page_2.jpg?v=1774371440,7,Urdu text on a white background,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
world-crisis-and-pathway-to-peace-box-of-32-1,World Crisis and Pathway to Peace (Box of 32),"",Tabligh,Media > Books > Print Books,Books,"Books by Khalifatul Masih V, bundle, contemporary, English, new, Tabligh",true,Title,Default Title,,,,,,,,BOX32-1614,14514.910480763,shopify,153,deny,manual,32.00,32.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0718/1906/7667/files/wcc_b443374e-6bc5-4e8f-b1d8-2f1a90f8b339.jpg?v=1771732816,1,"",false,,,543543,,,,,,,,,,,,,English,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
world-crisis-and-pathway-to-peace-box-of-24-1,World Crisis and Pathway to Peace (Box of 24),"",Tabligh,Media > Books > Print Books,Books,"Books by Khalifatul Masih V, bundle, contemporary, English, new, Tabligh",true,Title,Default Title,,,,,,,,BOX24-1614,10886.21688,shopify,204,deny,manual,24.00,24.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0718/1906/7667/files/wcc.jpg?v=1771732479,1,"",false,,,543543,,,,,,,,,,,,,English,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
the-green-announcement-hindi-translation,"सब्ज़ इश्तिहार (The Green Announcement, Hindi)","<p>यह विज्ञापन हज़रात मसीह मौऊद अलैहिस्सलाम ने उन नुक्तः चीनियों (आलोचनाओं) के उत्तर में लिखा जो कुछ विरोधियों ने बशीर प्रथम के निधन पर की थीं। उदाहरणतया यह कि यह वही बच्चा था जिसके बारे में 20 फ़रवरी 1886 ई. और 8 अप्रैल 1886 ई. तथा 17 अगस्त 1887 ई. में यह व्यक्त किया गया था कि वह वैभव एंव प्रतिष्ठा रखने वाला तथा धनी होगा और क़ौमें उस से बरकत पाएंगी और उसमें मुस्लिह मौऊद के नाम और उससे संबंधित भविष्यवाणी का स्पष्टीकरण किया गया।</p>
<p>इस विज्ञापन का असल नाम ""हक़्क़ानी तक़रीर बर वाकिअः वफात-ए-बशीर"" (बशीर के निधन की घटना पर सच्चा भाषण) है। परन्तु इसके सब्ज़ (हरा) क़ाग़ज़ पर छापने के कारण सब्ज़ इश्तिहार के नाम से प्रसिद्ध हो गया।</p>
<p>ख़ाकसार</p>
<p>जलालुद्दीन शम्स</p>
<p> </p>
<p> </p>
<p> </p>
<p> </p>",AMI Bookstore,Media > Books > Print Books,Books,"Books by the Promised Messiah, Books of the Promised Messiah, Hindi, new, Other Languages",true,Title,Default Title,,,,,,,,'0764,85.048569375,shopify,18,deny,manual,3.00,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0718/1906/7667/files/Sabz_ishtihar_in_hindi.jpg?v=1771538096,1,Green book with gold text on a white background,false,,,543543,,,,,,,,,,,12-02-A,,Hindi,,,,,,,paperback,,,,,,,hin-hindi,,,,,,suitable-for-all-ages; adults,,,,el-anuncio-verde; green-announcement-arabic-translation; the-green-announcement; green-announcement-persian-translation,,,,oz,,0.30,true,,,true,,,active
the-green-announcement-hindi-translation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0718/1906/7667/files/Sabz_ishtihar_in_hindi_backcover.jpg?v=1771538133,2,Green book titled 'Sabz Ishqdar in Hindi' on a white background,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-green-announcement-hindi-translation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0718/1906/7667/files/Sabz_ishtihar_in_hindi_page_1.jpg?v=1771538172,3,Hondi text with a white background,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-green-announcement-hindi-translation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0718/1906/7667/files/Sabz_ishtihar_in_hindi_page_2.jpg?v=1771538209,4,Hin language with a white backgroundi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-green-announcement-hindi-translation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0718/1906/7667/files/Sabz_ishtihar_in_hindi_page_3.jpg?v=1771538259,5,Hindi text with a white background,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
promised-messiahs-writings-and-sayings-about-hazrat-ram-chandar-hazrat-krishan-and-vedas-in-hindi,"Promised Messiah's writings and sayings about Hazrat Ram Chandar , Hazrat Krishan and Vedas in Hindi","<p>सय्यदना हज़रत ख़लीफ़तुल मसीह ख़ामिस अय्यदहुल्लाह तआला की ओर से मज्लिस-ए-शूरा भारत 2017 ई के स्वीकृत प्रस्ताव के अंतर्गत हज़रत मसीह मौऊद अलैहिस्सलाम की प्रसिद्ध रचनाओं में हिंदू धर्म और उनके पेशवाओं की प्रशंसा में प्रस्तुत किए गए आदेशों को एक स्थान पर एकत्रित करके पुस्तिका के रूप में तैयार करवा कर प्रकाशित किया जा रहा है।</p>
<p>""हज़रत रामचंद्र जी महाराज, हज़रत कृष्ण जी महाराज और वेद के सम्बंध में अहमदिया जमाअत के संस्थापक हज़रत मिर्जा गुलाम अहमद क्रादियानी अलैहिस्सलाम के उपदेश"" के शीर्षक पर उर्दू में यह पुस्तिका श्रीमान मौलाना मुहम्मद हमीद कौसर नाज़िर दावत ए इलल्लाह शुमाली हिंद (उत्तर भारत) ने परिश्रम से संकलित की है अल्लाह तआला उनको महान प्रतिफल प्रदान करे आमीन।</p>
<p>मज्लिस ए शूरा के प्रस्ताव के अनुसार इस पुस्तिका के प्रकाशन के पश्चात हिंदुस्तान की स्थानीय भाषाओं में भी इसके अनुवाद प्रकाशित किए जा रहे हैं। अल्लाह तआला प्रत्येक दृष्टि से इस पुस्तिका को लोगों के लिए लाभदायक बनाए। आमीन</p>
<p>नाज़िर नश्र-व-इशाअत क़ादियान।</p>
<p> </p>",AMI Bookstore,Media > Books > Print Books,Books,"Books by the Promised Messiah, Books of the Promised Messiah, Hindi, India, new, Other Languages",true,Title,Default Title,,,,,,,,'0763,85.048569375,shopify,19,deny,manual,3.00,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0718/1906/7667/files/Promised_Messiah_writings_about_Hazrat_Ram_Hazrat_Krishan_Vedas_in_Hindi.jpg?v=1771535517,1,Book cover with text and a scenic design on a white background,false,,,543543,,,,,,,,,,,12-02-A,,Hindi,,,,,,,paperback,,,,,,,hin-hindi,,,,,,suitable-for-all-ages; adults,,,,kalki-avtar; promised_messiah_sayings_about_krishna_raam_vedas; sarb-dharam-avataar-gurumukhi,,,,oz,,0.50,true,,,true,,,active
